compound_id,target_id,target_name,assay_id,standard_type,standard_value,standard_units,pchembl_value,activity_type,source,MW,LogP,HBA,HBD
CHEMBL1000172,CHEMBL219,D1 dopamine receptor,CHEMBL1900017,Ki,4253.66,nM,5.37,BINDING,ChEMBL,254.5,2.67,5,1
CHEMBL1000173,CHEMBL205,Histamine H2 receptor,CHEMBL1900017,EC50,5032.37,nM,5.3,BINDING,ChEMBL,191.7,3.4,2,2
CHEMBL1000174,CHEMBL302,Cyclooxygenase-1,CHEMBL1900017,Ki,150.96,nM,6.82,BINDING,ChEMBL,312.8,2.37,5,2
CHEMBL1000175,CHEMBL388,Tumor necrosis factor,CHEMBL1900017,Ki,8592.42,nM,5.07,BINDING,ChEMBL,340.0,1.09,5,2
CHEMBL1000176,CHEMBL231,Histamine H1 receptor,CHEMBL1900017,EC50,1000000.0,nM,3.0,BINDING,ChEMBL,345.6,2.84,5,4
CHEMBL1000177,CHEMBL218,Dopamine D2 receptor,CHEMBL1900017,IC50,4595.21,nM,5.34,BINDING,ChEMBL,506.6,2.21,3,2
CHEMBL1000178,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900017,Ki,227.12,nM,6.64,BINDING,ChEMBL,408.0,3.12,4,3
CHEMBL1000179,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900017,IC50,30499.28,nM,4.52,BINDING,ChEMBL,334.7,1.84,3,3
CHEMBL1000180,CHEMBL219,D1 dopamine receptor,CHEMBL1900018,Ki,56.75,nM,7.25,BINDING,ChEMBL,337.1,1.65,2,4
CHEMBL1000181,CHEMBL205,Histamine H2 receptor,CHEMBL1900018,EC50,223332.36,nM,3.65,BINDING,ChEMBL,217.8,3.94,3,3
CHEMBL1000182,CHEMBL302,Cyclooxygenase-1,CHEMBL1900018,EC50,67053.89,nM,4.17,BINDING,ChEMBL,368.9,4.14,3,2
CHEMBL1000183,CHEMBL388,Tumor necrosis factor,CHEMBL1900018,Ki,13455.69,nM,4.87,BINDING,ChEMBL,350.0,2.49,0,2
CHEMBL1000184,CHEMBL231,Histamine H1 receptor,CHEMBL1900018,Ki,323.51,nM,6.49,BINDING,ChEMBL,242.3,1.52,6,1
CHEMBL1000185,CHEMBL218,Dopamine D2 receptor,CHEMBL1900018,IC50,3790.16,nM,5.42,BINDING,ChEMBL,391.8,1.52,6,2
CHEMBL1000186,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900018,IC50,1024.45,nM,5.99,BINDING,ChEMBL,234.7,2.25,2,4
CHEMBL1000187,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900018,Ki,0.07,nM,10.18,BINDING,ChEMBL,427.7,4.42,1,3
CHEMBL1000188,CHEMBL219,D1 dopamine receptor,CHEMBL1900018,EC50,43.89,nM,7.36,BINDING,ChEMBL,279.7,0.8,1,2
CHEMBL1000189,CHEMBL205,Histamine H2 receptor,CHEMBL1900018,IC50,5947.3,nM,5.23,BINDING,ChEMBL,543.0,3.44,0,4
CHEMBL1000190,CHEMBL302,Cyclooxygenase-1,CHEMBL1900019,EC50,438.07,nM,6.36,BINDING,ChEMBL,403.8,3.21,1,0
CHEMBL1000191,CHEMBL388,Tumor necrosis factor,CHEMBL1900019,Ki,210.37,nM,6.68,BINDING,ChEMBL,429.1,0.88,2,4
CHEMBL1000192,CHEMBL231,Histamine H1 receptor,CHEMBL1900019,Ki,9440.49,nM,5.03,BINDING,ChEMBL,483.7,2.37,1,6
CHEMBL1000193,CHEMBL218,Dopamine D2 receptor,CHEMBL1900019,Ki,102848.44,nM,3.99,BINDING,ChEMBL,452.5,3.17,3,2
CHEMBL1000194,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900019,IC50,541.72,nM,6.27,BINDING,ChEMBL,376.4,3.24,1,0
CHEMBL1000195,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900019,EC50,31781.29,nM,4.5,BINDING,ChEMBL,221.4,2.72,2,2
CHEMBL1000196,CHEMBL219,D1 dopamine receptor,CHEMBL1900019,Ki,1000000.0,nM,3.0,BINDING,ChEMBL,236.1,2.18,1,5
CHEMBL1000197,CHEMBL205,Histamine H2 receptor,CHEMBL1900019,IC50,261667.16,nM,3.58,BINDING,ChEMBL,365.2,1.71,8,1
CHEMBL1000198,CHEMBL302,Cyclooxygenase-1,CHEMBL1900019,IC50,45059.47,nM,4.35,BINDING,ChEMBL,368.6,1.06,2,0
CHEMBL1000199,CHEMBL388,Tumor necrosis factor,CHEMBL1900019,IC50,572.55,nM,6.24,BINDING,ChEMBL,294.3,1.2,3,0
CHEMBL1000200,CHEMBL231,Histamine H1 receptor,CHEMBL1900020,Ki,9.56,nM,8.02,BINDING,ChEMBL,409.5,2.28,1,2
CHEMBL1000201,CHEMBL218,Dopamine D2 receptor,CHEMBL1900020,IC50,2.4,nM,8.62,BINDING,ChEMBL,445.4,1.79,3,1
CHEMBL1000202,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900020,Ki,214548.36,nM,3.67,BINDING,ChEMBL,367.1,2.27,4,2
CHEMBL1000203,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900020,EC50,5.4,nM,8.27,BINDING,ChEMBL,462.9,2.01,2,1
CHEMBL1000204,CHEMBL219,D1 dopamine receptor,CHEMBL1900020,Ki,272.73,nM,6.56,BINDING,ChEMBL,141.7,2.74,6,2
CHEMBL1000205,CHEMBL205,Histamine H2 receptor,CHEMBL1900020,IC50,12735.49,nM,4.89,BINDING,ChEMBL,295.9,2.54,3,1
CHEMBL1000206,CHEMBL302,Cyclooxygenase-1,CHEMBL1900020,EC50,483.9,nM,6.32,BINDING,ChEMBL,211.9,1.69,3,5
CHEMBL1000207,CHEMBL388,Tumor necrosis factor,CHEMBL1900020,IC50,25.9,nM,7.59,BINDING,ChEMBL,283.6,3.13,3,2
CHEMBL1000208,CHEMBL231,Histamine H1 receptor,CHEMBL1900020,IC50,216.53,nM,6.66,BINDING,ChEMBL,165.3,2.69,9,2
CHEMBL1000209,CHEMBL218,Dopamine D2 receptor,CHEMBL1900020,IC50,938.85,nM,6.03,BINDING,ChEMBL,349.6,3.3,2,2
CHEMBL1000210,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900021,EC50,209627.62,nM,3.68,BINDING,ChEMBL,390.1,2.56,1,2
CHEMBL1000211,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900021,Ki,1613.0,nM,5.79,BINDING,ChEMBL,260.6,1.29,5,2
CHEMBL1000212,CHEMBL219,D1 dopamine receptor,CHEMBL1900021,Ki,8772.69,nM,5.06,BINDING,ChEMBL,267.7,0.88,4,2
CHEMBL1000213,CHEMBL205,Histamine H2 receptor,CHEMBL1900021,Ki,69155.91,nM,4.16,BINDING,ChEMBL,362.8,3.1,3,1
CHEMBL1000214,CHEMBL302,Cyclooxygenase-1,CHEMBL1900021,EC50,45343.05,nM,4.34,BINDING,ChEMBL,352.6,1.59,2,3
CHEMBL1000215,CHEMBL388,Tumor necrosis factor,CHEMBL1900021,Ki,67594.13,nM,4.17,BINDING,ChEMBL,210.2,2.35,4,0
CHEMBL1000216,CHEMBL231,Histamine H1 receptor,CHEMBL1900021,IC50,3981.63,nM,5.4,BINDING,ChEMBL,469.9,4.0,1,3
CHEMBL1000217,CHEMBL218,Dopamine D2 receptor,CHEMBL1900021,IC50,245456.97,nM,3.61,BINDING,ChEMBL,332.8,2.83,4,2
CHEMBL1000218,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900021,Ki,1.26,nM,8.9,BINDING,ChEMBL,280.8,2.33,4,1
CHEMBL1000219,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900021,Ki,25.15,nM,7.6,BINDING,ChEMBL,309.8,2.82,3,1
CHEMBL1000220,CHEMBL219,D1 dopamine receptor,CHEMBL1900022,IC50,39758.53,nM,4.4,BINDING,ChEMBL,404.6,4.28,3,4
CHEMBL1000221,CHEMBL205,Histamine H2 receptor,CHEMBL1900022,IC50,63.03,nM,7.2,BINDING,ChEMBL,335.2,1.76,4,4
CHEMBL1000222,CHEMBL302,Cyclooxygenase-1,CHEMBL1900022,IC50,318.53,nM,6.5,BINDING,ChEMBL,393.1,2.72,2,1
CHEMBL1000223,CHEMBL388,Tumor necrosis factor,CHEMBL1900022,IC50,2948.04,nM,5.53,BINDING,ChEMBL,310.6,4.23,2,1
CHEMBL1000224,CHEMBL231,Histamine H1 receptor,CHEMBL1900022,EC50,21.43,nM,7.67,BINDING,ChEMBL,294.5,2.9,2,2
CHEMBL1000225,CHEMBL218,Dopamine D2 receptor,CHEMBL1900022,Ki,174.28,nM,6.76,BINDING,ChEMBL,258.4,0.86,3,2
CHEMBL1000226,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900022,EC50,1145.57,nM,5.94,BINDING,ChEMBL,383.6,3.23,2,1
CHEMBL1000227,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900022,Ki,55516.37,nM,4.26,BINDING,ChEMBL,359.0,4.59,1,0
CHEMBL1000228,CHEMBL219,D1 dopamine receptor,CHEMBL1900022,Ki,22464.45,nM,4.65,BINDING,ChEMBL,544.1,3.02,1,1
CHEMBL1000229,CHEMBL205,Histamine H2 receptor,CHEMBL1900022,IC50,188.08,nM,6.73,BINDING,ChEMBL,499.7,2.97,3,3
CHEMBL1000230,CHEMBL302,Cyclooxygenase-1,CHEMBL1900023,Ki,40785.85,nM,4.39,BINDING,ChEMBL,270.3,3.28,3,1
CHEMBL1000231,CHEMBL388,Tumor necrosis factor,CHEMBL1900023,IC50,2.26,nM,8.64,BINDING,ChEMBL,372.5,4.61,6,3
CHEMBL1000232,CHEMBL231,Histamine H1 receptor,CHEMBL1900023,EC50,11.44,nM,7.94,BINDING,ChEMBL,327.9,3.63,2,1
CHEMBL1000233,CHEMBL218,Dopamine D2 receptor,CHEMBL1900023,EC50,114.79,nM,6.94,BINDING,ChEMBL,199.9,3.24,2,0
CHEMBL1000234,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900023,IC50,16814.87,nM,4.77,BINDING,ChEMBL,402.1,1.13,1,3
CHEMBL1000235,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900023,IC50,893.85,nM,6.05,BINDING,ChEMBL,356.7,4.19,3,1
CHEMBL1000236,CHEMBL219,D1 dopamine receptor,CHEMBL1900023,IC50,1.35,nM,8.87,BINDING,ChEMBL,486.0,3.79,4,2
CHEMBL1000237,CHEMBL205,Histamine H2 receptor,CHEMBL1900023,IC50,64203.64,nM,4.19,BINDING,ChEMBL,351.2,3.58,1,4
CHEMBL1000238,CHEMBL302,Cyclooxygenase-1,CHEMBL1900023,EC50,244.38,nM,6.61,BINDING,ChEMBL,236.2,3.83,2,1
CHEMBL1000239,CHEMBL388,Tumor necrosis factor,CHEMBL1900023,IC50,30.62,nM,7.51,BINDING,ChEMBL,294.3,3.2,2,1
CHEMBL1000240,CHEMBL231,Histamine H1 receptor,CHEMBL1900024,Ki,7928.02,nM,5.1,BINDING,ChEMBL,251.2,3.9,7,1
CHEMBL1000241,CHEMBL218,Dopamine D2 receptor,CHEMBL1900024,EC50,14.09,nM,7.85,BINDING,ChEMBL,342.2,1.9,1,3
CHEMBL1000242,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900024,IC50,87410.58,nM,4.06,BINDING,ChEMBL,456.8,3.26,0,5
CHEMBL1000243,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900024,IC50,2119.02,nM,5.67,BINDING,ChEMBL,284.5,4.34,4,1
CHEMBL1000244,CHEMBL219,D1 dopamine receptor,CHEMBL1900024,IC50,143.83,nM,6.84,BINDING,ChEMBL,344.7,1.72,4,4
CHEMBL1000245,CHEMBL205,Histamine H2 receptor,CHEMBL1900024,Ki,1035.33,nM,5.98,BINDING,ChEMBL,318.2,4.68,3,6
CHEMBL1000246,CHEMBL302,Cyclooxygenase-1,CHEMBL1900024,IC50,1000000.0,nM,3.0,BINDING,ChEMBL,380.9,2.25,3,0
CHEMBL1000247,CHEMBL388,Tumor necrosis factor,CHEMBL1900024,EC50,29438.96,nM,4.53,BINDING,ChEMBL,376.6,3.46,3,4
CHEMBL1000248,CHEMBL231,Histamine H1 receptor,CHEMBL1900024,IC50,0.7,nM,9.16,BINDING,ChEMBL,308.7,2.26,5,0
CHEMBL1000249,CHEMBL218,Dopamine D2 receptor,CHEMBL1900024,Ki,19566.93,nM,4.71,BINDING,ChEMBL,213.8,1.94,3,0
CHEMBL1000250,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900025,Ki,26545.77,nM,4.58,BINDING,ChEMBL,397.6,1.83,2,1
CHEMBL1000251,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900025,EC50,633460.47,nM,3.2,BINDING,ChEMBL,368.9,1.22,2,1
CHEMBL1000252,CHEMBL219,D1 dopamine receptor,CHEMBL1900025,EC50,3951.12,nM,5.4,BINDING,ChEMBL,340.7,1.74,6,5
CHEMBL1000253,CHEMBL205,Histamine H2 receptor,CHEMBL1900025,IC50,28.63,nM,7.54,BINDING,ChEMBL,316.0,3.74,4,0
CHEMBL1000254,CHEMBL302,Cyclooxygenase-1,CHEMBL1900025,IC50,1533.41,nM,5.81,BINDING,ChEMBL,251.3,3.29,3,1
CHEMBL1000255,CHEMBL388,Tumor necrosis factor,CHEMBL1900025,EC50,38938.6,nM,4.41,BINDING,ChEMBL,380.4,2.27,3,2
CHEMBL1000256,CHEMBL231,Histamine H1 receptor,CHEMBL1900025,Ki,121.43,nM,6.92,BINDING,ChEMBL,261.8,3.32,2,1
CHEMBL1000257,CHEMBL218,Dopamine D2 receptor,CHEMBL1900025,IC50,1395.01,nM,5.86,BINDING,ChEMBL,338.7,1.08,1,2
CHEMBL1000258,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900025,EC50,42054.03,nM,4.38,BINDING,ChEMBL,170.9,-0.04,3,5
CHEMBL1000259,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900025,EC50,2140.38,nM,5.67,BINDING,ChEMBL,390.7,7.21,1,3
CHEMBL1000260,CHEMBL219,D1 dopamine receptor,CHEMBL1900026,Ki,3586.04,nM,5.45,BINDING,ChEMBL,304.4,2.9,2,2
CHEMBL1000261,CHEMBL205,Histamine H2 receptor,CHEMBL1900026,Ki,13880.4,nM,4.86,BINDING,ChEMBL,404.8,4.72,2,0
CHEMBL1000262,CHEMBL302,Cyclooxygenase-1,CHEMBL1900026,Ki,2411.68,nM,5.62,BINDING,ChEMBL,334.4,2.42,6,5
CHEMBL1000263,CHEMBL388,Tumor necrosis factor,CHEMBL1900026,EC50,204.4,nM,6.69,BINDING,ChEMBL,262.9,0.96,1,1
CHEMBL1000264,CHEMBL231,Histamine H1 receptor,CHEMBL1900026,Ki,26.53,nM,7.58,BINDING,ChEMBL,262.4,2.86,4,6
CHEMBL1000265,CHEMBL218,Dopamine D2 receptor,CHEMBL1900026,IC50,546.34,nM,6.26,BINDING,ChEMBL,328.4,3.21,2,1
CHEMBL1000266,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900026,IC50,107.72,nM,6.97,BINDING,ChEMBL,204.4,2.82,3,1
CHEMBL1000267,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900026,IC50,254.9,nM,6.59,BINDING,ChEMBL,393.5,2.74,5,0
CHEMBL1000268,CHEMBL219,D1 dopamine receptor,CHEMBL1900026,IC50,870.84,nM,6.06,BINDING,ChEMBL,267.8,2.38,2,2
CHEMBL1000269,CHEMBL205,Histamine H2 receptor,CHEMBL1900026,Ki,981.72,nM,6.01,BINDING,ChEMBL,210.5,3.2,6,0
CHEMBL1000270,CHEMBL302,Cyclooxygenase-1,CHEMBL1900027,Ki,2211.05,nM,5.66,BINDING,ChEMBL,236.7,3.28,5,2
CHEMBL1000271,CHEMBL388,Tumor necrosis factor,CHEMBL1900027,Ki,583.08,nM,6.23,BINDING,ChEMBL,446.0,1.94,3,1
CHEMBL1000272,CHEMBL231,Histamine H1 receptor,CHEMBL1900027,Ki,1868.49,nM,5.73,BINDING,ChEMBL,150.9,1.71,4,0
CHEMBL1000273,CHEMBL218,Dopamine D2 receptor,CHEMBL1900027,EC50,45214.64,nM,4.34,BINDING,ChEMBL,303.1,2.77,5,1
CHEMBL1000274,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900027,IC50,7018.73,nM,5.15,BINDING,ChEMBL,305.6,2.75,2,1
CHEMBL1000275,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900027,IC50,5.42,nM,8.27,BINDING,ChEMBL,351.1,0.61,7,3
CHEMBL1000276,CHEMBL219,D1 dopamine receptor,CHEMBL1900027,Ki,7.98,nM,8.1,BINDING,ChEMBL,362.2,4.01,4,3
CHEMBL1000277,CHEMBL205,Histamine H2 receptor,CHEMBL1900027,Ki,480369.11,nM,3.32,BINDING,ChEMBL,342.4,3.0,6,2
CHEMBL1000278,CHEMBL302,Cyclooxygenase-1,CHEMBL1900027,Ki,33.16,nM,7.48,BINDING,ChEMBL,246.5,3.19,3,1
CHEMBL1000279,CHEMBL388,Tumor necrosis factor,CHEMBL1900027,Ki,1079.51,nM,5.97,BINDING,ChEMBL,433.9,4.49,1,0
CHEMBL1000280,CHEMBL231,Histamine H1 receptor,CHEMBL1900028,EC50,8.05,nM,8.09,BINDING,ChEMBL,302.5,2.37,0,2
CHEMBL1000281,CHEMBL218,Dopamine D2 receptor,CHEMBL1900028,Ki,5234.82,nM,5.28,BINDING,ChEMBL,357.7,1.9,4,2
CHEMBL1000282,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900028,EC50,18041.07,nM,4.74,BINDING,ChEMBL,302.7,3.29,3,2
CHEMBL1000283,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900028,Ki,1000000.0,nM,3.0,BINDING,ChEMBL,251.0,2.63,4,1
CHEMBL1000284,CHEMBL219,D1 dopamine receptor,CHEMBL1900028,Ki,28.99,nM,7.54,BINDING,ChEMBL,475.4,1.47,2,3
CHEMBL1000285,CHEMBL205,Histamine H2 receptor,CHEMBL1900028,EC50,182029.69,nM,3.74,BINDING,ChEMBL,428.3,3.13,2,2
CHEMBL1000286,CHEMBL302,Cyclooxygenase-1,CHEMBL1900028,Ki,0.11,nM,9.96,BINDING,ChEMBL,532.5,1.76,3,3
CHEMBL1000287,CHEMBL388,Tumor necrosis factor,CHEMBL1900028,Ki,1711.01,nM,5.77,BINDING,ChEMBL,273.8,1.69,3,0
CHEMBL1000288,CHEMBL231,Histamine H1 receptor,CHEMBL1900028,IC50,11059.28,nM,4.96,BINDING,ChEMBL,479.9,3.6,4,2
CHEMBL1000289,CHEMBL218,Dopamine D2 receptor,CHEMBL1900028,Ki,29502.72,nM,4.53,BINDING,ChEMBL,435.8,2.89,0,2
CHEMBL1000290,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900029,Ki,5634.11,nM,5.25,BINDING,ChEMBL,335.2,2.11,0,3
CHEMBL1000291,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900029,Ki,31.91,nM,7.5,BINDING,ChEMBL,364.8,3.63,2,0
CHEMBL1000292,CHEMBL219,D1 dopamine receptor,CHEMBL1900029,IC50,0.45,nM,9.35,BINDING,ChEMBL,385.3,1.62,6,2
CHEMBL1000293,CHEMBL205,Histamine H2 receptor,CHEMBL1900029,IC50,36081.29,nM,4.44,BINDING,ChEMBL,331.0,2.56,4,0
CHEMBL1000294,CHEMBL302,Cyclooxygenase-1,CHEMBL1900029,IC50,1668.26,nM,5.78,BINDING,ChEMBL,420.5,3.37,1,2
CHEMBL1000295,CHEMBL388,Tumor necrosis factor,CHEMBL1900029,EC50,5.5,nM,8.26,BINDING,ChEMBL,398.7,5.82,1,2
CHEMBL1000296,CHEMBL231,Histamine H1 receptor,CHEMBL1900029,Ki,7873.07,nM,5.1,BINDING,ChEMBL,463.5,-0.49,5,3
CHEMBL1000297,CHEMBL218,Dopamine D2 receptor,CHEMBL1900029,IC50,1240.9,nM,5.91,BINDING,ChEMBL,438.1,3.77,5,0
CHEMBL1000298,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900029,EC50,11257.93,nM,4.95,BINDING,ChEMBL,326.3,2.21,3,1
CHEMBL1000299,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900029,IC50,121.17,nM,6.92,BINDING,ChEMBL,507.7,2.48,2,4
CHEMBL1000300,CHEMBL219,D1 dopamine receptor,CHEMBL1900030,IC50,13273.6,nM,4.88,BINDING,ChEMBL,188.0,3.47,1,1
CHEMBL1000301,CHEMBL205,Histamine H2 receptor,CHEMBL1900030,IC50,380.68,nM,6.42,BINDING,ChEMBL,464.1,1.81,3,0
CHEMBL1000302,CHEMBL302,Cyclooxygenase-1,CHEMBL1900030,Ki,968.32,nM,6.01,BINDING,ChEMBL,356.3,-0.05,3,2
CHEMBL1000303,CHEMBL388,Tumor necrosis factor,CHEMBL1900030,IC50,5701.59,nM,5.24,BINDING,ChEMBL,509.4,1.56,2,2
CHEMBL1000304,CHEMBL231,Histamine H1 receptor,CHEMBL1900030,IC50,3.69,nM,8.43,BINDING,ChEMBL,283.3,2.07,2,1
CHEMBL1000305,CHEMBL218,Dopamine D2 receptor,CHEMBL1900030,IC50,0.35,nM,9.45,BINDING,ChEMBL,438.5,1.82,1,3
CHEMBL1000306,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900030,IC50,3879.43,nM,5.41,BINDING,ChEMBL,390.4,4.29,2,3
CHEMBL1000307,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900030,IC50,673.76,nM,6.17,BINDING,ChEMBL,560.7,3.14,5,1
CHEMBL1000308,CHEMBL219,D1 dopamine receptor,CHEMBL1900030,IC50,16139.54,nM,4.79,BINDING,ChEMBL,248.8,4.34,1,2
CHEMBL1000309,CHEMBL205,Histamine H2 receptor,CHEMBL1900030,EC50,3.65,nM,8.44,BINDING,ChEMBL,207.9,3.78,6,3
CHEMBL1000310,CHEMBL302,Cyclooxygenase-1,CHEMBL1900031,Ki,150.14,nM,6.82,BINDING,ChEMBL,462.0,3.17,3,1
CHEMBL1000311,CHEMBL388,Tumor necrosis factor,CHEMBL1900031,Ki,13201.39,nM,4.88,BINDING,ChEMBL,372.9,-0.5,3,1
CHEMBL1000312,CHEMBL231,Histamine H1 receptor,CHEMBL1900031,EC50,2229.32,nM,5.65,BINDING,ChEMBL,393.8,2.58,0,0
CHEMBL1000313,CHEMBL218,Dopamine D2 receptor,CHEMBL1900031,EC50,9.45,nM,8.02,BINDING,ChEMBL,311.0,3.49,1,0
CHEMBL1000314,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900031,Ki,2737.09,nM,5.56,BINDING,ChEMBL,428.2,-0.03,1,3
CHEMBL1000315,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900031,Ki,8581.69,nM,5.07,BINDING,ChEMBL,472.4,3.3,2,0
CHEMBL1000316,CHEMBL219,D1 dopamine receptor,CHEMBL1900031,IC50,802.71,nM,6.1,BINDING,ChEMBL,415.2,2.44,1,3
CHEMBL1000317,CHEMBL205,Histamine H2 receptor,CHEMBL1900031,Ki,2790.83,nM,5.55,BINDING,ChEMBL,375.8,2.43,2,4
CHEMBL1000318,CHEMBL302,Cyclooxygenase-1,CHEMBL1900031,IC50,28488.43,nM,4.55,BINDING,ChEMBL,390.2,-0.49,3,0
CHEMBL1000319,CHEMBL388,Tumor necrosis factor,CHEMBL1900031,IC50,72.16,nM,7.14,BINDING,ChEMBL,441.4,0.42,2,2
CHEMBL1000320,CHEMBL231,Histamine H1 receptor,CHEMBL1900032,Ki,113.34,nM,6.95,BINDING,ChEMBL,399.2,4.63,4,1
CHEMBL1000321,CHEMBL218,Dopamine D2 receptor,CHEMBL1900032,Ki,1213.24,nM,5.92,BINDING,ChEMBL,202.8,2.46,1,2
CHEMBL1000322,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900032,IC50,37107.54,nM,4.43,BINDING,ChEMBL,396.4,-0.51,2,5
CHEMBL1000323,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900032,Ki,1303.34,nM,5.88,BINDING,ChEMBL,283.4,1.73,2,3
CHEMBL1000324,CHEMBL219,D1 dopamine receptor,CHEMBL1900032,IC50,193631.36,nM,3.71,BINDING,ChEMBL,457.0,3.92,2,2
CHEMBL1000325,CHEMBL205,Histamine H2 receptor,CHEMBL1900032,EC50,16.45,nM,7.78,BINDING,ChEMBL,402.0,2.06,0,2
CHEMBL1000326,CHEMBL302,Cyclooxygenase-1,CHEMBL1900032,IC50,6.2,nM,8.21,BINDING,ChEMBL,259.4,3.41,4,5
CHEMBL1000327,CHEMBL388,Tumor necrosis factor,CHEMBL1900032,IC50,48190.85,nM,4.32,BINDING,ChEMBL,240.2,2.92,3,2
CHEMBL1000328,CHEMBL231,Histamine H1 receptor,CHEMBL1900032,EC50,31619.42,nM,4.5,BINDING,ChEMBL,457.3,1.67,5,0
CHEMBL1000329,CHEMBL218,Dopamine D2 receptor,CHEMBL1900032,Ki,48747.16,nM,4.31,BINDING,ChEMBL,370.7,2.76,4,4
CHEMBL1000330,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900033,Ki,2029.61,nM,5.69,BINDING,ChEMBL,379.9,2.87,2,4
CHEMBL1000331,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900033,Ki,183.93,nM,6.74,BINDING,ChEMBL,344.8,2.59,1,3
CHEMBL1000332,CHEMBL219,D1 dopamine receptor,CHEMBL1900033,IC50,1930.04,nM,5.71,BINDING,ChEMBL,548.8,2.82,4,4
CHEMBL1000333,CHEMBL205,Histamine H2 receptor,CHEMBL1900033,EC50,15349.54,nM,4.81,BINDING,ChEMBL,435.2,4.24,3,2
CHEMBL1000334,CHEMBL302,Cyclooxygenase-1,CHEMBL1900033,Ki,5.14,nM,8.29,BINDING,ChEMBL,240.5,1.0,5,2
CHEMBL1000335,CHEMBL388,Tumor necrosis factor,CHEMBL1900033,IC50,201.98,nM,6.69,BINDING,ChEMBL,300.2,3.2,4,2
CHEMBL1000336,CHEMBL231,Histamine H1 receptor,CHEMBL1900033,Ki,353.34,nM,6.45,BINDING,ChEMBL,320.4,0.88,1,3
CHEMBL1000337,CHEMBL218,Dopamine D2 receptor,CHEMBL1900033,Ki,1300.13,nM,5.89,BINDING,ChEMBL,175.8,2.71,3,0
CHEMBL1000338,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900033,Ki,7.3,nM,8.14,BINDING,ChEMBL,502.4,1.77,3,5
CHEMBL1000339,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900033,EC50,63.17,nM,7.2,BINDING,ChEMBL,373.1,1.82,1,1
CHEMBL1000340,CHEMBL219,D1 dopamine receptor,CHEMBL1900034,Ki,0.47,nM,9.32,BINDING,ChEMBL,264.9,1.55,1,1
CHEMBL1000341,CHEMBL205,Histamine H2 receptor,CHEMBL1900034,EC50,19534.76,nM,4.71,BINDING,ChEMBL,348.7,3.6,1,1
CHEMBL1000342,CHEMBL302,Cyclooxygenase-1,CHEMBL1900034,Ki,58558.99,nM,4.23,BINDING,ChEMBL,319.2,2.85,2,3
CHEMBL1000343,CHEMBL388,Tumor necrosis factor,CHEMBL1900034,EC50,626.04,nM,6.2,BINDING,ChEMBL,350.6,2.11,6,1
CHEMBL1000344,CHEMBL231,Histamine H1 receptor,CHEMBL1900034,IC50,240.27,nM,6.62,BINDING,ChEMBL,309.0,1.42,4,1
