compound_id,target_id,target_name,assay_id,assay_description,standard_type,standard_value,standard_units,pchembl_value,activity_type,document_id,published_year,source
CHEMBL2047143,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900112,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,52.9,nM,7.28,INHIBITION,CHEMBL3800022,2022,ChEMBL
CHEMBL2093952,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900113,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,6.11,nM,8.21,INHIBITION,CHEMBL3800022,2023,ChEMBL
CHEMBL2081074,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900114,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,10.64,nM,7.97,INHIBITION,CHEMBL3800022,2022,ChEMBL
CHEMBL2027883,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900115,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,37.4,nM,7.43,INHIBITION,CHEMBL3800023,2023,ChEMBL
CHEMBL2026308,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900116,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,222.23,nM,6.65,INHIBITION,CHEMBL3800023,2022,ChEMBL
CHEMBL2029942,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900117,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,1034.78,nM,5.99,INHIBITION,CHEMBL3800023,2023,ChEMBL
CHEMBL2060239,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900118,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,19.32,nM,7.71,INHIBITION,CHEMBL3800023,2022,ChEMBL
CHEMBL2063873,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900119,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,556.85,nM,6.25,INHIBITION,CHEMBL3800023,2023,ChEMBL
CHEMBL2062298,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900120,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,242.02,nM,6.62,INHIBITION,CHEMBL3800024,2022,ChEMBL
CHEMBL2065932,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900121,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,22.2,nM,7.65,INHIBITION,CHEMBL3800024,2023,ChEMBL
CHEMBL2064357,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900122,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,27.66,nM,7.56,INHIBITION,CHEMBL3800024,2022,ChEMBL
CHEMBL2094654,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900123,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,439.51,nM,6.36,INHIBITION,CHEMBL3800024,2023,ChEMBL
CHEMBL2098288,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900124,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,2.61,nM,8.58,INHIBITION,CHEMBL3800024,2022,ChEMBL
CHEMBL2096713,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900125,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,2.79,nM,8.55,INHIBITION,CHEMBL3800025,2023,ChEMBL
CHEMBL2000347,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900126,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,9.66,nM,8.02,INHIBITION,CHEMBL3800025,2022,ChEMBL
CHEMBL2030644,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900127,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,9.69,nM,8.01,INHIBITION,CHEMBL3800025,2023,ChEMBL
CHEMBL2034278,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900128,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,9.66,nM,8.02,INHIBITION,CHEMBL3800025,2022,ChEMBL
CHEMBL2032703,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900129,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,0.03,nM,10.5,INHIBITION,CHEMBL3800025,2023,ChEMBL
CHEMBL2031128,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900130,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,3.52,nM,8.45,INHIBITION,CHEMBL3800026,2022,ChEMBL
CHEMBL2066634,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900131,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,7.06,nM,8.15,INHIBITION,CHEMBL3800026,2023,ChEMBL
CHEMBL2065059,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900132,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,187.42,nM,6.73,INHIBITION,CHEMBL3800026,2022,ChEMBL
CHEMBL2068693,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900133,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,54.55,nM,7.26,INHIBITION,CHEMBL3800026,2023,ChEMBL
CHEMBL2067118,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900134,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,0.15,nM,9.81,INHIBITION,CHEMBL3800026,2022,ChEMBL
CHEMBL2045799,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900135,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,2329.51,nM,5.63,INHIBITION,CHEMBL3800027,2023,ChEMBL
CHEMBL2001049,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900136,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,93.74,nM,7.03,INHIBITION,CHEMBL3800027,2022,ChEMBL
CHEMBL2047858,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900137,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,2.58,nM,8.59,INHIBITION,CHEMBL3800027,2023,ChEMBL
CHEMBL2003108,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900138,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,164.17,nM,6.78,INHIBITION,CHEMBL3800027,2022,ChEMBL
CHEMBL2033405,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900139,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,6.61,nM,8.18,INHIBITION,CHEMBL3800027,2023,ChEMBL
CHEMBL2037039,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900140,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,28.47,nM,7.55,INHIBITION,CHEMBL3800028,2022,ChEMBL
CHEMBL2083848,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900141,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,141.78,nM,6.85,INHIBITION,CHEMBL3800028,2023,ChEMBL
CHEMBL2082273,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900142,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,3350.75,nM,5.47,INHIBITION,CHEMBL3800028,2022,ChEMBL
CHEMBL2069395,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900143,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,20.58,nM,7.69,INHIBITION,CHEMBL3800028,2023,ChEMBL
CHEMBL2016204,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900144,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,196.12,nM,6.71,INHIBITION,CHEMBL3800028,2022,ChEMBL
CHEMBL2071454,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900145,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,41.18,nM,7.39,INHIBITION,CHEMBL3800029,2023,ChEMBL
CHEMBL2018263,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900146,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,9.89,nM,8.0,INHIBITION,CHEMBL3800029,2022,ChEMBL
CHEMBL2021897,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900147,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,4.31,nM,8.37,INHIBITION,CHEMBL3800029,2023,ChEMBL
CHEMBL2052194,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900148,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,94.39,nM,7.03,INHIBITION,CHEMBL3800029,2022,ChEMBL
CHEMBL2050619,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900149,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,142.34,nM,6.85,INHIBITION,CHEMBL3800029,2023,ChEMBL
CHEMBL2054253,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900150,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,576.61,nM,6.24,INHIBITION,CHEMBL3800030,2022,ChEMBL
CHEMBL2052678,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900151,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,3.82,nM,8.42,INHIBITION,CHEMBL3800030,2023,ChEMBL
CHEMBL2088184,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900152,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,0.24,nM,9.62,INHIBITION,CHEMBL3800030,2022,ChEMBL
CHEMBL2086609,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900153,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,2.93,nM,8.53,INHIBITION,CHEMBL3800030,2023,ChEMBL
CHEMBL2090243,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900154,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,1.71,nM,8.77,INHIBITION,CHEMBL3800030,2022,ChEMBL
CHEMBL2088668,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900155,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,161.31,nM,6.79,INHIBITION,CHEMBL3800031,2023,ChEMBL
CHEMBL2018965,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900156,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,11.38,nM,7.94,INHIBITION,CHEMBL3800031,2022,ChEMBL
CHEMBL2022599,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900157,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,5.31,nM,8.27,INHIBITION,CHEMBL3800031,2023,ChEMBL
CHEMBL2021024,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900158,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,10000.0,nM,5.0,INHIBITION,CHEMBL3800031,2022,ChEMBL
CHEMBL2024658,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900159,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,334.49,nM,6.48,INHIBITION,CHEMBL3800031,2023,ChEMBL
CHEMBL2054955,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900160,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,0.74,nM,9.13,INHIBITION,CHEMBL3800032,2022,ChEMBL
CHEMBL2053380,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900161,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,851.42,nM,6.07,INHIBITION,CHEMBL3800032,2023,ChEMBL
CHEMBL2057014,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900162,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,1.14,nM,8.94,INHIBITION,CHEMBL3800032,2022,ChEMBL
CHEMBL2003823,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900163,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,862.7,nM,6.06,INHIBITION,CHEMBL3800032,2023,ChEMBL
CHEMBL2090945,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900164,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,303.05,nM,6.52,INHIBITION,CHEMBL3800032,2022,ChEMBL
CHEMBL2089370,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900165,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,10.91,nM,7.96,INHIBITION,CHEMBL3800033,2023,ChEMBL
CHEMBL2093004,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900166,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,26.93,nM,7.57,INHIBITION,CHEMBL3800033,2022,ChEMBL
CHEMBL2091429,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900167,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,76.79,nM,7.11,INHIBITION,CHEMBL3800033,2023,ChEMBL
CHEMBL2070110,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900168,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,0.82,nM,9.09,INHIBITION,CHEMBL3800033,2022,ChEMBL
CHEMBL2025360,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900169,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,546.78,nM,6.26,INHIBITION,CHEMBL3800033,2023,ChEMBL
CHEMBL2072169,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900170,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,44.85,nM,7.35,INHIBITION,CHEMBL3800034,2022,ChEMBL
CHEMBL2027419,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900171,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,8.16,nM,8.09,INHIBITION,CHEMBL3800034,2023,ChEMBL
CHEMBL2074228,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900172,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,16.56,nM,7.78,INHIBITION,CHEMBL3800034,2022,ChEMBL
CHEMBL2061350,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900173,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,132.65,nM,6.88,INHIBITION,CHEMBL3800034,2023,ChEMBL
CHEMBL2008159,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900174,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,122.85,nM,6.91,INHIBITION,CHEMBL3800034,2022,ChEMBL
CHEMBL2006584,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900175,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,4.47,nM,8.35,INHIBITION,CHEMBL3800035,2023,ChEMBL
CHEMBL2010218,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900176,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,3.98,nM,8.4,INHIBITION,CHEMBL3800035,2022,ChEMBL
CHEMBL2040515,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900177,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,15.58,nM,7.81,INHIBITION,CHEMBL3800035,2023,ChEMBL
CHEMBL2044149,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900178,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,213.3,nM,6.67,INHIBITION,CHEMBL3800035,2022,ChEMBL
CHEMBL2042574,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900179,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,114.86,nM,6.94,INHIBITION,CHEMBL3800035,2023,ChEMBL
CHEMBL2040999,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900180,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,33.18,nM,7.48,INHIBITION,CHEMBL3800036,2022,ChEMBL
CHEMBL2076505,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900181,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,24.14,nM,7.62,INHIBITION,CHEMBL3800036,2023,ChEMBL
CHEMBL2074930,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900182,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,8.97,nM,8.05,INHIBITION,CHEMBL3800036,2022,ChEMBL
CHEMBL2078564,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900183,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,50.37,nM,7.3,INHIBITION,CHEMBL3800036,2023,ChEMBL
CHEMBL2076989,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900184,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,4.73,nM,8.33,INHIBITION,CHEMBL3800036,2022,ChEMBL
CHEMBL2012495,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900185,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,4.86,nM,8.31,INHIBITION,CHEMBL3800037,2023,ChEMBL
CHEMBL2010920,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900186,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,1.57,nM,8.81,INHIBITION,CHEMBL3800037,2022,ChEMBL
CHEMBL2009345,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900187,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,30.13,nM,7.52,INHIBITION,CHEMBL3800037,2023,ChEMBL
CHEMBL2012979,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900188,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,14.99,nM,7.82,INHIBITION,CHEMBL3800037,2022,ChEMBL
CHEMBL2043276,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900189,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,42.67,nM,7.37,INHIBITION,CHEMBL3800037,2023,ChEMBL
CHEMBL2046910,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900190,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,208.08,nM,6.68,INHIBITION,CHEMBL3800038,2022,ChEMBL
CHEMBL2045335,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900191,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,0.26,nM,9.59,INHIBITION,CHEMBL3800038,2023,ChEMBL
CHEMBL2048969,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900192,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,2.2,nM,8.66,INHIBITION,CHEMBL3800038,2022,ChEMBL
CHEMBL2079266,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900193,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,5.11,nM,8.29,INHIBITION,CHEMBL3800038,2023,ChEMBL
CHEMBL2026075,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900194,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,32.53,nM,7.49,INHIBITION,CHEMBL3800038,2022,ChEMBL
CHEMBL2081325,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900195,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,249.61,nM,6.6,INHIBITION,CHEMBL3800039,2023,ChEMBL
CHEMBL2028134,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900196,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,3.35,nM,8.48,INHIBITION,CHEMBL3800039,2022,ChEMBL
CHEMBL2083384,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900197,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,44.37,nM,7.35,INHIBITION,CHEMBL3800039,2023,ChEMBL
CHEMBL2013681,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900198,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,12.22,nM,7.91,INHIBITION,CHEMBL3800039,2022,ChEMBL
CHEMBL2017315,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900199,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,115.8,nM,6.94,INHIBITION,CHEMBL3800039,2023,ChEMBL
CHEMBL2064124,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900200,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,17.99,nM,7.74,INHIBITION,CHEMBL3800040,2022,ChEMBL
CHEMBL2062549,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900201,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,101.61,nM,6.99,INHIBITION,CHEMBL3800040,2023,ChEMBL
CHEMBL2049671,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900202,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,93.55,nM,7.03,INHIBITION,CHEMBL3800040,2022,ChEMBL
CHEMBL2096480,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900203,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,18.53,nM,7.73,INHIBITION,CHEMBL3800040,2023,ChEMBL
CHEMBL2051730,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900204,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,887.33,nM,6.05,INHIBITION,CHEMBL3800040,2022,ChEMBL
CHEMBL2098539,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900205,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,808.1,nM,6.09,INHIBITION,CHEMBL3800041,2023,ChEMBL
CHEMBL2028836,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900206,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,165.37,nM,6.78,INHIBITION,CHEMBL3800041,2022,ChEMBL
CHEMBL2032470,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900207,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,51.69,nM,7.29,INHIBITION,CHEMBL3800041,2023,ChEMBL
CHEMBL2030895,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900208,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,4.39,nM,8.36,INHIBITION,CHEMBL3800041,2022,ChEMBL
CHEMBL2034529,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900209,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,45.7,nM,7.34,INHIBITION,CHEMBL3800041,2023,ChEMBL
CHEMBL2064826,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900210,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,33.0,nM,7.48,INHIBITION,CHEMBL3800042,2022,ChEMBL
CHEMBL2068460,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900211,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,61.47,nM,7.21,INHIBITION,CHEMBL3800042,2023,ChEMBL
CHEMBL2066885,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900212,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,15.04,nM,7.82,INHIBITION,CHEMBL3800042,2022,ChEMBL
CHEMBL2065310,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900213,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,212.44,nM,6.67,INHIBITION,CHEMBL3800042,2023,ChEMBL
CHEMBL2000816,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900214,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,40.62,nM,7.39,INHIBITION,CHEMBL3800042,2022,ChEMBL
CHEMBL2099241,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900215,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,12.54,nM,7.9,INHIBITION,CHEMBL3800043,2023,ChEMBL
CHEMBL2002875,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900216,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,18.88,nM,7.72,INHIBITION,CHEMBL3800043,2022,ChEMBL
CHEMBL2001300,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900217,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,30.72,nM,7.51,INHIBITION,CHEMBL3800043,2023,ChEMBL
CHEMBL2004934,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900218,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,29.89,nM,7.52,INHIBITION,CHEMBL3800043,2022,ChEMBL
CHEMBL2035231,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900219,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,10.05,nM,8.0,INHIBITION,CHEMBL3800043,2023,ChEMBL
CHEMBL2033656,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900220,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,0.22,nM,9.65,INHIBITION,CHEMBL3800044,2022,ChEMBL
CHEMBL2037290,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900221,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,185.07,nM,6.73,INHIBITION,CHEMBL3800044,2023,ChEMBL
CHEMBL2084099,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900222,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,0.2,nM,9.69,INHIBITION,CHEMBL3800044,2022,ChEMBL
CHEMBL2071221,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900223,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,203.38,nM,6.69,INHIBITION,CHEMBL3800044,2023,ChEMBL
CHEMBL2069646,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900224,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,4206.26,nM,5.38,INHIBITION,CHEMBL3800044,2022,ChEMBL
